full_posRef,next_move_Ref,nb_W,nb_L,nb_D
1a23b3456c56d78e5f28_3a5c7d345e6f67g67h6,f8e7,0,1,0
1a23b3456c56d78e57f2_3a5c7d3456e6f67g7h6,e7c7,0,1,0
1a23b3456c456d57e7g6_5d234e345f45g5,d3g6,0,1,0
1a23b2e8f5678g679h78_5b34c234d45e46,b4b2,0,1,0
1a23b2d124e45f679g5h5_1b3c234d35e2f458g46h7,a2a4,0,1,0
1a23b2c45d457e45f7g37_2a5b36c3d3f456g56h56,d3a3,0,1,0
1a23b2c3d13e235f56g4i7_4b4c15d245e4f34g6,a2c2,0,1,0
1a23b2c34d567e38f35g9_3c567d238e45f6g67,c7c4,0,1,0
1a23b2c34d4e456g35h67_1b3c5d35e278f234g467,e2e3,0,1,0
1a23b2c34d4e456g35h56_1b3c5d35e378f234g467,d3g3,0,1,0
1a23b2c347d4f45g456i6_2b345c56d356e234f9,a3a1,0,1,0
1a23b2c2e6f467g56h79i6_2b4c56d1356e15g8h8i7,g6d6,0,1,0
1a23b2c2d6e6f467g5h79i6_2b46c45d135e15g8h8i7,a2d2,0,1,0
1a23b2c23d456e38f35g9_3c456d238e45f6g67,c6c3,0,1,0
1a23b2c1d24e234f47g45_2b3c36d5e567f2356h4,a3a1,0,1,0
1a23b2c12d345e38f35g9_3c345d128e45f6g67,c5c2,0,1,0
1a23b2c124d234e346f3_2a1c356d567e5f457g7,c6e6,0,1,0
1a23b25c5d2567e23g34_2b13c34d4e45f56g6h6i8,a2a4,0,1,0
1a23b25c46d357e46f7g8_4a1b46c35d46e5f46,d6a3,0,1,0
1a23b25c23d24e46f47g4_2a4b34c145d3e25f6g67,g6e6,0,1,0
1a23b25c23d245e4f47g4_2a4b34c145d3e256f6g7,e6e4,0,1,0
1a23b25c123d245f47g4_3a4b34c45d3e245f6g7,e4c2,0,1,0
1a23b24c3d234e4f45g45_3a1b13c45d156e5f6g9,a3a1,0,1,0
1a23b24c2d5e7f679g7h78_1a4c467d46e23456f3g3,c6f6,0,1,0
1a23b24c25d5e26f48g39_5a1b3c34d23e4g45,a3a1,0,1,0
1a23b24c1257d34e8h67_3b35c34d2e45f456i8,a2d2,0,1,0
1a23b24c1245d4e678f7_3b3c3d35e245f45g45,e8e5,0,1,0
1a23b245c347d2e34f5g3_5b3c2d345e567f4,c4c2,0,1,0
1a23b245c345e36f3g68_1a4b3d456e457f5678g7,f5d3,0,1,0
1a23b245c23d357e67f4_1b13c45d46e3458f6g78,a2a1,0,1,0
1a23b245c23d357e56f4_1b13c45d46e347f6g78h8,e5e7,0,1,0
1a23b245c237d2e34f5g3_5b3d1345e567f4,b2e2,0,1,0
1a23b2456c4d5678e8i8_3a45b3c356d34e347,d7d4,0,1,0
1a23b23e567f67g678i8_1c23d23678e34f58h78,a3c4,0,1,0
1a23b23d357e35f4g4h46_3a4b4c234d24e46g59,a4c5,0,1,0
1a23b23d2357e35g4h46_3b5c12345d4e46g59,g5f5,0,1,0
1a23b23d2345e234f5g3_4a1b4c45d678e56f4,d6a3,0,1,0
1a23b23c7d27e567f278_3a1b4c345d3458e3f6,a3a1,0,1,0
1a23b23c4d5e2348f57g6_4c56d34e567f6g7h7,c6c4,0,1,0
1a23b23c3d35e2348f57_4c245d4e567f6g7h7,f6c3,0,1,0
1a23b23c34d4f9g678h7i7_1d2357e3567f34678,e3f5,0,1,0
1a23b23c34d4f9g57h6i68_1d257e4567f35678g6,e6h6,0,1,0
1a23b23c34d4f9g567h7i7_1d2357e4567f35678,d3g6,0,1,0
1a23b23c34d456f2g4h67_1b5c1d12e34f3456g567,h6h8,0,1,0
1a23b23c34d456f2g4h56_1b5c1d123e345f3456g7,h5g6,0,1,0
1a23b23c34d456f2g46h5_1b5c1d123e34f3456g57,h5h6,0,1,0
1a23b23c346d46e567g7_2a4b45c5e4f67g56h56i6,a2d5,0,1,0
1a23b23c245d5e45f46g7_3a5b6c6d4678e2378,a5c7,0,1,0
1a23b23c23d456e58f9g6_2c15d3e3467f345g45,e5c5,0,1,0
1a23b23c23d123e3f49g6_5b16d7e8f356h56,d7f9,0,1,0
1a23b23c235d45e58f9g6_2c14d3e3467f345g45,c5d6,0,1,0
1a23b23c235d456e8f9g6_2b5d23e3467f345g45,d6d3,0,1,0
1a23b23c235d345e8f9g6_2b5e123467f345g45,a3c4,0,1,0
1a23b23c2347d45e6f4g7_4d36e3457f356g6,g7f7,0,1,0
1a23b23c23457d4e6f47_4d356e3457f36g6,b2e5,0,1,0
1a23b23c1d2357e5g4h46_4b5c2345d4e46f5g9,g9f8,0,1,0
1a23b23c1d2356e5g4h46_4b5c2345d4e46f58,f5f6,0,1,0
1a23b23c1d2356e5f4g4h6_4b5c2345d4e46f68,f6d6,0,1,0
1a23b23c16d235e5f5g5h6_4b5c2345d46e46f8,c3e5,0,1,0
1a23b23c12e78f3468g8_1b45c456d456e56f25g5,e6b3,0,1,0
1a23b235c4e34f3456i6_3b4c25d3456e567f7,f3e2,0,1,0
1a23b235c4e234f345i6_3b4c235d3456e56f7,e2e5,0,1,0
1a23b235c246d35e345_2b4c35d4e6f56g567h7i7,c5a3,0,1,0
1a23b2356c5e46f8g68h9_3b4c34d456e5f46g3i6,h9f7,0,1,0
1a23b2356c5e46f78g68_3b4c34d456e5f56g3i6,a3c3,0,1,0
1a23b234c5e234f2345_2b1c4d3456e567f68g9,b3b1,0,1,0
1a23b234c35d456e56f7_3a1c24d123e234f34,b4a4,0,1,0
1a23b234c35d15g3h47i7_2c4d34e345f356g458,a2a1,0,1,0
1a23b234c3467d7e58f6_5b6c5d38e34f5h67,e3e5,0,1,0
1a23b234c3467d67e68_5b6c5d38e45f5h67,c5d5,0,1,0
1a23b234c3456d34e67_5e345f45g459h5,e3e6,0,1,0
1a23b234c124d45e3f8h6_5b1d23e247f5h58,b3b1,0,1,0
1a23b2345c35d456e6f7_3a1c24d123e235f34,b5e5,0,1,0
1a23b2345c35d345e4f4_3a4c4d678e5678f78,a2a4,0,1,0
1a23b2345c26d8e38f89_2a5b6c45d46e567f67g7,e7b4,0,1,0
1a23b23456c46d4e2f3g5_4c5d56e3456f467,f6c6,0,1,0
1a23b1e5678f56g679h7_5b234c2345d4e4,c5a3,0,1,0
1a23b1e456f5689g345_1b234c2345d345f7g7h8,g3g6,0,1,0
1a23b1e3567f2346g7i8_2b3c3d134568e48f5g4,g7d4,0,1,0
1a23b1d2e2567f246g7i8_2b3c3d134568e48f5g3,d2f3,0,1,0
1a23b1c24d46e345f56g5_1b345c3567d5e678f7g8,f6c3,0,1,0
1a23b1c23d34e25f28g56_3b34c4d5e4f456g7h56,f2d2,0,1,0
1a23b16c2d7e6f6789g78_2b34c345d3456e45f3,b1d2,0,1,0
1a23b14d24e2f34g4h6i67_1b3c134d1356e457f58,a2b2,0,1,0
1a23b14c4d4e36f56g5h89_1a4b23c2356d235e5f3i6,a2a4,0,1,0
1a23b14c4d46e356f5h89_1a4b235c2356d235f3i6,d6f6,0,1,0
1a23b14c4d45e4f678g57_1a4b6c235d16e25f4g4h47,f8f5,0,1,0
1a23b14c4d45e4f567g57_1a4b6c235d16e235f3g3h7,a2a4,0,1,0
1a23b14c246d6f78g578_1b256c35d34578e34f2,e3f4,0,1,0
1a23b1456c15d56g7h9i8_2a4c234d4e56f56g45h4,d6d4,0,1,0
1a23b13c2d345e45f5g7h9_1b2456c345d2e3f34g4h6,c5a3,0,1,0
1a23b13c25d678e26f48_4a5b2c3d345e47f57,f5c2,0,1,0
1a23b13c23e45f467g5h5_4b24c45d45f3g78h4,a3d3,0,1,0
1a23b13c13d24e23f23g4_2b24c24d135e46f56g7,e2e4,0,1,0
1a23b135c45d45e5f34g5_2a4b46c23d367e46f7g4,b5c6,0,1,0
1a23b1345c4d247e56f7_1a4c2356d356e34f46g7,e3b3,0,1,0
1a23b1345c15d5e6g7h9i8_1a4b6c234d4e5f56g456h4,b3b6,0,1,0
1a23b12d234e35f45g56_3b345c2345d567e4,b1c1,0,1,0
1a23b12c23d3e78f8g79h9_1c5d267e236f23467g8,e6h9,0,1,0
1a23b12c23d37e78g79h9_1c5d256e236f234678,d5d7,0,1,0
1a23b124c5e234f2345_3c34d3456e567f8g9,f2g3,0,1,0
1a23b124c24d345e7f5g4_2c35d67e56f3478g78,a2b3,0,1,0
1a23b124c145d4e567f7_3b3c23d35e234f4g45,a3d6,0,1,0
1a23b124c13d456e24g6_3b35c24d123e35f6g7,e3c1,0,1,0
1a23b1245e234f345g3_3c345d3456e67f8g9,e2e5,0,1,0
1a23b123c23d23e7f7g4i6_3a1d145e345f456g6,d3d1,0,1,0
1a23b123c1f5g456h568_1b4c2346d345e345h4i6,g6i6,0,1,0
1a23b1235c167f5g5h45_2c35d3456e234f479,b3c4,0,1,0
1a23b1234e234f5g6h89_2c4d45e567f46g4589,e6b3,0,1,0
1a23b1234c56d3e3f4g5h7_1c1234d2456e567f29,f9f8,0,1,0
1a23b1234c56d23e3f4h7_2c1234d456e567f28,e6b3,0,1,0
1a23b1234c34d46e345_4d235e2f234g346,g3h4,0,1,0
1a23b1234c23d46e345_4d1235f234g346,d1e2,0,1,0
1a23b1234c23d46e234_4c5d123f234g346,c5d5,0,1,0
1a234c23d23e345f57h6_2b456c57d567e6f46g4,d6a3,0,1,0
1a234c1d28e47f45g46h6_2b34c2345d345e6g57,c1e3,0,1,0
1a234b3c35d35e246f28_2b245c467d46e7f5h8i8,d4a4,0,1,0
1a234b3c34e358f2g478_1b24c5d345e46f45g56h6,c5a3,0,1,0
1a234b34c4d3e4f46g5h56_1b5c13d2456e356f57g6,a3c5,0,1,0
1a234b34c3e23f6g478h7_1c4d345e456f45g56h68,e6b3,0,1,0
1a234b34c23d24e25f6g6_5b5c15f89g457i7,c5c6,0,1,0
1a234b2c16d5e5f57g89h8_2a5b35c345d6f6g357h5,a2a5,0,1,0
1a234b23c35d456e56f7_3b1c24d123e234f34,b3b1,0,1,0
1a234b234c46d567f7g8_1b6c35d248e34567f34,b2b5,0,1,0
1a234b234c24d234f4g4_1b1c35d57e234567f78,b4b1,0,1,0
1a234b145e5f56g678h9_2a5b3c45d456e4g45h6i6,a3a5,0,1,0
1a234b145c5d456e67f7_4b3c234d123e45f4,a2a5,0,1,0
1a234b13c1f56g567h67_2b24c2346d2345e34,d4a4,0,1,0
1a234b134c5d456e67f7_4c234d123e345f4,b3b5,0,1,0
1a234b1346c236d6g7h4_3c45d45e456f57g46,b3a1,0,1,0
1a234b12c24d345e6f5g4_2c35d67e45f3478g78,a4b4,0,1,0
1a234b123c5d456e56f7_4c234d123e234f4,b2b4,0,1,0
1a234b123c24d345f5g4_2c35d67e4567f3478,b3e6,0,1,0
1a234b123c24d234f4g4_2c35d57e4567f2378,d2d5,0,1,0
1a234b123c234d7f459_4a1c5d456e4567f7,b1b4,0,1,0
1a234b123c123d7f9g56_4a1b4c5d45e456f67,g6f4,0,1,0
1a234b123c123d7f459_4a1b4c5d456e456f7,c1c4,0,1,0
1a234b12345c24e8f8g7_4c3d45e4567f457,d5d3,0,1,0
1a1c6e6f4579g5678h67_1a3b6c3d24e57f6g9h489i8,f9f8,0,1,0
1a1c6e6f4578g5678h67_1b36c3d24e57f6g9h489i8,g5e5,0,1,0
1a1c6d6e678f7g3479h78_3b46c5d4e45f456g6h6,e8e5,0,1,0
1a1c6d6e678f7g3479h68_3b46c5d4e45f456g56,h6h7,0,1,0
1a1c6d6e567f7g379h478_3b46c5e34f456g46h6,h4f2,0,1,0
1a1c67d67e8f678g678h9_3c345d58e4679f49,d6d8,0,1,0
1a1c56d6e56f567g68h7i8_1b6c47d457e48f3g57h58,c5c7,0,1,0
1a1c56d67e8f67g678h79_2c4d2358e679f4589,h7f5,0,1,0
1a1c56d67e8f567g678h9_2c234d58e4679f489,f5f8,0,1,0
1a1c56d46e457g56h67i7_3b2c13d357e23f456,e2d2,0,1,0
1a1c45d356e567f57g67_2b3c36d147e234f46g5,d7b5,0,1,0
1a1c456d46e57g56h67i7_3b2c13d357e124f56,e1e3,0,1,0
1a1c456d46e57f4g56h67_2b2c13d357e124f57i7,f7f6,0,1,0
1a1c35d6e56f45g68h79i7_1a4b1234c4d45f67g57h5,h5h6,0,1,0
1a1c35d6e56f45g68h79i6_1a4b1234c4d45f67g57h6,b4e4,0,1,0
1a1c35d6e456f45g68h9i6_1a4b123c4d345f67g57h6,a4b4,0,1,0
1a1c34d56e356f459h7i8_1a2b23c2d234e47f68g67,e4c4,0,1,0
1a1c34d356e567f57g6h7_2b35c26d4e234f346g5,b3b2,0,1,0
1a1c34d356e567f57g67_2b35c26d14e234f46g5,d1f3,0,1,0
1a1c345e567f457g568_2b235c67d2456e38f6,c7d7,0,1,0
1a1c345e4567f57g568_2b235c6d24567e38f6,e3c2,0,1,0
1a1c345d3e4567f57g58_2b1235c26d4567e8f6,d6d3,0,1,0
1a1b6d67e567f567g578_1a2b235c3456d35f48g4,d3d4,0,1,0
1a1b6c7e5f345g5678h8i7_3d2567e367f2678,c7b5,0,1,0
1a1b6c4d35e46f45g56h6i6_1b2c12356d2467e378,e4e5,0,1,0
1a1b6c3d37e35f4589g58_1b5c56d456e467f37g6h5,d6d3,0,1,0
1a1b5e678f237g5789h8_3b46c46d34e345f56,g8d5,0,1,0
1a1b5e678f2357g678h8_2b46c46d345e345f6g9,g6g9,0,1,0
1a1b5d6e678f7g34579h8_3b46c5d4e345f456g6,b5c6,0,1,0
1a1b5d5e678f7g34579h8_3b46c6d4e345f456g6,d5d6,0,1,0
1a1b5d5e678f237g579h8_3b46c6d34e345f456,f2g4,0,1,0
1a1b5c7d6e56f567g68h7i8_2b6c46d457e4f3g57h58,g8d5,0,1,0
1a1b5c6e5f345g568h78i7_3d256e367f2678g7,h7e4,0,1,0
1a1b5c6d4e4f345g568h8i7_3d256e3567f2678,g8h7,0,1,0
1a1b5c6d4e4f345g567h7i7_3c5d25e3567f2678,g6d3,0,1,0
1a1b5c6d34e4f345g57h7i7_3c5d25e23567f678,h7h6,0,1,0
1a1b5c6d34e4f345g57h6i7_3c25d25e3567f678,i7h5,0,1,0
1a1b5c6d34e4f345g57h5i6_3c125d25e567f678,d4d2,0,1,0
1a1b5c5d457e4567f57g6_1b123c2367d236f468,c7c5,0,1,0
1a1b5c56d56e2678f39g7_4c34d4e345f5g56h6,d6d4,0,1,0
1a1b5c4d57e4567f567g6_1b123c2356d236f48g7,b2d4,0,1,0
1a1b5c4d567e4567f567_1b136c2356d234f48g7,b3b2,0,1,0
1a1b5c46d567e4567f57_2b126c235d234f48g7,b2e5,0,1,0
1a1b56c46d567e7f89g56_4c235d234e45f4h6,h6h5,0,1,0
1a1b56c46d567e7f78g56_3c235d234e45f49h7,h7h6,0,1,0
1a1b56c46d567e7f67g56_3c235d234e45f48g7,g7h7,0,1,0
1a1b56c46d567e47f567_3b1c235d234e5f48g7,b1e4,0,1,0
1a1b56c456d567e7f9g56_4b4c23d234e45f4h5,h5g4,0,1,0
1a1b56c345d567e7f9g56_4b4c12d234e45f4g4,c2f5,0,1,0
1a1b4d567e36f457g67h8_1b35c45d134e2457f69,f7c4,0,1,0
1a1b4d46e45f56g45h456_2a2b2c35d3g679h789i9,g9g8,0,1,0
1a1b4d46e45f456g45h45_2a2b2c35d3g678h789i9,h9h6,0,1,0
1a1b4d46e345f356g35h5_2a2b2c35d3g678h678i9,g8g5,0,1,0
1a1b4d346e345f356g4h5_2a2b23c35g567h678i9,c3a1,0,1,0
1a1b4c6d4e45f56g45h456_2a2b2c35d3g679h789i8,i8i9,0,1,0
1a1b4c6d45e56f347g346_4a2b2c234d13e234,d5d3,0,1,0
1a1b4c6d34e56f37g3456_4a2b2c234d1e234f4,f7e7,0,1,0
1a1b4c6d34e567f3g3456_4a2b2c234d2e234f4,g6f5,0,1,0
1a1b4c6d34e567f35g345_4a2b12c134e234f4,g4e2,0,1,0
1a1b4c5d567e2567f67g7_1b3c346d1234e34f4g6h7,b3b2,0,1,0
1a1b4c5d47e567f2g47h78_1c46d56e2348f567g56,e4h7,0,1,0
1a1b4c5d47e567f2g478h8_1c46d56e238f567g56h7,e2f4,0,1,0
1a1b4c5d47e567f28g478_1c46d56e8f34567g56h7,f5f2,0,1,0
1a1b4c5d36e567f57g678_2c36d1457e234f46g5,d4c4,0,1,0
1a1b4c5d356e567f57g67_2b3c346d17e234f46g5,c4d4,0,1,0
1a1b4c5d2e56f45678g46_1a24b5c234d345e34g5i6,f8e7,0,1,0
1a1b4c5d2e567f4567g46_1a4b25c234d345e34g5i6,e7e4,0,1,0
1a1b4c5d2e46f4567g467_1a4b5c234d345e235g5i6,b4d6,0,1,0
1a1b4c56d56e56f678g58_1a23b3c3d234e47f345h6,a3a1,0,1,0
1a1b4c56d2e356f567g6h6_1b13c234d1345e247f9,c5d7,0,1,0
1a1b4c56d247e45f357g6_4a4b1235c234d35,b4d6,0,1,0
1a1b4c4e26f567g67h67i6_2c23d2345e45f234i7,i6g5,0,1,0
1a1b4c4e25f567g68h67i6_2c23d2345e34f234i7,g8g7,0,1,0
1a1b4c4d567e36f56g67h8_1b25c135d234e457f79,e3f4,0,1,0
1a1b4c4d567e36f45g67h8_1b25c35d134e2457f69,f4f6,0,1,0
1a1b4c4d356e4f345g56h7_2b23c2356d24e369h6,e6e5,0,1,0
1a1b4c47d56e6f456g67h8_1b25c135d2347e457f9,c7c6,0,1,0
1a1b4c46d56e6f567g67h8_1a4b2c135d23478e458,c4a4,0,1,0
1a1b4c46d56e6f456g67h8_1b25c135d2348e458f9,c6d7,0,1,0
1a1b4c46d56e6f456g67h8_1b25c135d23478e458,f4f7,0,1,0
1a1b4c46d56e2678f39g7_3a4b3c3e345f56g56h6,c4a4,0,1,0
1a1b4c45d3456e35f678_1b2c6d27e4678f4g4789,b2c2,0,1,0
1a1b4c45d3456e35f567_1c26d27e4678f4g4789,g8f8,0,1,0
1a1b4c45d3456e35f456_1c26d27e4678f38g479,g7f7,0,1,0
1a1b4c3d8e567f569g67i8_1a2b2c246d567e8f47h7i7,c6f9,0,1,0
1a1b4c3d7e57f569g67h6i8_1a2b2c24d456e68f47h7i7,d4d7,0,1,0
1a1b4c3d7e457f569g7h6i8_1a2b2c24d456e68f48g6i7,f8f7,0,1,0
1a1b4c3d6e457f679g7h6i8_1a2b2c24d345e68f58g6i7,d3d6,0,1,0
1a1b4c3d6e37f5679g7h6i8_1a2b2c24d345e68f8g6h7i7,h7f5,0,1,0
1a1b4c3d67e367f569h6i8_1a2b23c24d345e8f8g67h7,b3e6,0,1,0
1a1b4c3d56e356f569h7i8_1a2b23c24d234e7f78g67,f7h7,0,1,0
1a1b4c3d56e356f569h6i8_1a2b23c24d234e7f8g67h7,d2d5,0,1,0
1a1b4c3d35e567f467g56_1a2b235c45d24e234f35,d3b3,0,1,0
1a1b4c35d6e567f2g47h78_1c46d45e2348f567g56,d4d6,0,1,0
1a1b4c35d6e567f2g47h67_1c46d345e2348f567g5,d3g6,0,1,0
1a1b4c35d6e567f2g46h67_1c46d45e2348f3567g5,f3d3,0,1,0
1a1b46c3d578f79g9h58i7_2c14d46e3567f568g5,g5d5,0,1,0
1a1b46c35d7f9g79h579i7_2c1d456e3678f5678,e8e5,0,1,0
1a1b46c35d7f9g69h569i6_2c1d456e3567f5678,d6g9,0,1,0
1a1b46c35d7f79g9h589i7_2c14d456e3678f568,c4f7,0,1,0
1a1b46c35d7e8f79g9h58i7_2c14d456e3567f568,e5e8,0,1,0
1a1b45c6d2e356f567g6h6_1b13c234d1346e247f9,b5c5,0,1,0
1a1b45c5d567e367f67g7_1b3c346d1234e45f4g6h7,e5e3,0,1,0
1a1b45c5d567e367f57h8_1b23c346d1234e4g46h7,g4f4,0,1,0
1a1b45c5d567e367f57g7_1b23c346d1234e4f4g6h7,b2e5,0,1,0
1a1b45c5d45e346f67g7h8_2a3b3c346d26e57f58g5,f7c4,0,1,0
1a1b45c57d567e6f57g7h6_3a24b23c34d234e8h9,c3c5,0,1,0
1a1b45c56d56e678f678_3a2b12c1d48e39f9g7h8,c1a1,0,1,0
1a1b45c56d56e567f678_3a2b12c1d48e389g7h8,e9f9,0,1,0
1a1b45c56d56e467f678_3a2b12c1d48e39f9g7h8,f9e8,0,1,0
1a1b45c56d56e467f567_3a2b12c1d48e39f8g8h9,h9g7,0,1,0
1a1b45c45d35e467f5g6h5_2a2b12c167d478e3f78,d8d6,0,1,0
1a1b45c45d35e467f5g6h5_1a24b126c1d4678e3f78,b6c7,0,1,0
1a1b45c456d56e467f56_3a2b12c17d4e39f78g8,c7d8,0,1,0
1a1b45c456d247e5f5g36_2a23b36c3d56e67g47h7,a1b2,0,1,0
1a1b45c345d5e47f56g6h6_2a2b12c17d467e36f78,d6d8,0,1,0
1a1b45c345d5e467f5g6h5_2a2b12c167d467e3f78,c6e6,0,1,0
1a1b45c345d5e467f56g6_2a2b12c17d4678e3f78,d7e9,0,1,0
1a1b45c345d56e467f56_2a2b12c167d4e389f78,e8g8,0,1,0
1a1b456c5d567e57f57g7_3b2c2346d234e68f6,c3a1,0,1,0
1a1b456c56d3567e3g46_2b2d24e12456f3467,d3f3,0,1,0
1a1b456c456d6e8f58g7h5_1a34b3d57e567f67g56h4,a3c3,0,1,0
1a1b456c456d67e3f3g46_2b2d245e12456f46g3,g4e2,0,1,0
1a1b456c456d67e2f3g36_3c3d2345e1456f46,b6a5,0,1,0
1a1b456c456d67e23f3g6_2b2d2345e1456f46g3,e3g3,0,1,0
1a1b456c356d356e38g6_2b2c14d24e12456f67,e8d7,0,1,0
1a1b456c356d3567f4g6_2b2c4d24e123456f67,c3e3,0,1,0
1a1b3e34f567g57h578i7_2c23d3456e567f2g8h6,e7e4,0,1,0
1a1b3e346f456g47h78i7_2c234d3456e57f2g8h6,c4e6,0,1,0
1a1b3e345f456g46h78i7_2b2c234d345e67f2g8h6,b2e5,0,1,0
1a1b3e235f567g57h78i7_2c235d3456e46f2g8h6,d6f6,0,1,0
1a1b3d6e2456f57g56h8i7_2b25c235d35e7f26g7h6,g7e5,0,1,0
1a1b3d6e235f57g56h78i7_2b5c235d45e46f26g8h6,g8g7,0,1,0
1a1b3d6e2345f57g56h8i7_2b5c235d345e6f26g7h6,d4b2,0,1,0
1a1b3d5e235f57g67h78i7_2b5c235d34e46f26g8h6,d3d5,0,1,0
1a1b3d456e246f5g56h8i7_2b25c2345d3e57f26h6,c3a1,0,1,0
1a1b3c6d8f456g67h78i78_1b2c345d567e67f89g9h5,a1b1,0,1,0
1a1b3c6d45e5g78h789i78_1b2c234d2367e678f78,h8f6,0,1,0
1a1b3c6d45e5g678h79i78_1b2c234d237e678f678,i8i6,0,1,0
1a1b3c6d256e356f37g46_4a2b12c234d13e24,d6d4,0,1,0
1a1b3c5d2e45f45g48h67i7_1b4c2347d456e36f67g7,e3d3,0,1,0
1a1b3c5d2e45f45g4568i7_1b4c2347d3456e6f67g7,e6b3,0,1,0
1a1b3c5d234e4f4g48h67i7_1b24c2347d56e36f67g7,b2d4,0,1,0
1a1b3c56d28e6f45g5678_2b12c234d456e37f78,g7f6,0,1,0
1a1b3c56d28e6f456g568_2b12c234d4567e37f8,d2d3,0,1,0
1a1b3c4e456f3456g567_2c3d7e3f789g8h569i57,i5g4,0,1,0
1a1b3c4d5e567f3456g67_2c3d7e3f789g8h679i68,i6g5,0,1,0
1a1b3c4d5e456f3456g67_2c3d7e3f789g58h579i8,i8h6,0,1,0
1a1b3c4d56e567f3456g7_2c3d7e3f789g68h689i9,i9h7,0,1,0
1a1b3c4d567e345f56g67_4b12c123d234e2f4,a1a2,0,1,0
1a1b3c4d567e23467f5g8_2b124c235d4e5f48g56,g5e3,0,1,0
1a1b3c4d45e345f345g5h9_3c3e67f678g78h78i7,e6h9,0,1,0
1a1b3c4d456e567f3456_2c3d7e3f789g578h589,h5g6,0,1,0
1a1b3c4d36e567f57g78h6_2c3d1245e2348f469,f9d7,0,1,0
1a1b3c4d36e567f57g678_2c3d1457e2348f46g5,e8c6,0,1,0
1a1b3c4d36e567f57g578_2c3d12457e2348f46,d2g5,0,1,0
1a1b3c4d356e567f3456_2c36d7e38f78g589h59,c6f9,0,1,0
1a1b3c4d356e567f2356_2c36d7e38f789g589h5,f9h9,0,1,0
1a1b3c4d356e257f35g8i8_3a2c3d4e348f4689g6,f4c4,0,1,0
1a1b3c4d356e23467f7g8_2b124c35d24e5f458h5,d2c2,0,1,0
1a1b3c4d3567e23467g8_2b124c235d4e5f458h5,h5g5,0,1,0
1a1b3c4d3456e567f235_2c36d7e389f78g589h5,e9f9,0,1,0
1a1b3c4d3456e456f235_2c36d27e78f78g589h5,d2e3,0,1,0
1a1b3c4d3456e345f235_2c36d27e67f478g489,f4h5,0,1,0
1a1b3c4d245e2467f56g8_2b124c235d3e35f48g6,f4d2,0,1,0
1a1b3c4d2456e2467f5g8_2b124c235d3e35f48g6,g6f6,0,1,0
1a1b3c46d2356e47f47g8_2a2b24c235d4e35f38i5,a2d2,0,1,0
1a1b3c45d56e34f6g4568_3b15c2d234e28f45h8,e2b2,0,1,0
1a1b3c45d56e34f5g4568_2a2b15c2d123e28f34h8,f3f5,0,1,0
1a1b3c45d456e67f3456_2c3d7e38f789g578h59,e8h8,0,1,0
1a1b3c45d456e46f456h6_1b24c6d17e357f79g456,d7f8,0,1,0
1a1b3c45d356e67f3456_2c3d7e38f789g589h59,g9g7,0,1,0
1a1b3c45d3456e35f678_1b2c6d27e4678g5789h5,h5f4,0,1,0
1a1b3c45d3456e35f456_1c26d27e4678f378g49,e8g8,0,1,0
1a1b3c45d3456e35f345_1c26d27e467f278g489,g4g5,0,1,0
1a1b3c45d3456e35f235_2c26d27e467f78g589,g5f4,0,1,0
1a1b3c3d3e47f3478g345_5c56e6f56g678h7,a1b2,0,1,0
1a1b3c3d36e567f57g56h7_2b24c26d4e234f346h5,c6c5,0,1,0
1a1b3c3d356e567f57g6h7_2b25c26d4e234f346g5,b5b4,0,1,0
1a1b3c3d24e235f34g4h69_1b1c12d358e468f26g57,f4c1,0,1,0
1a1b3c35d567e5678f26_3a2b246c47d4f5g56h6,c7b5,0,1,0
1a1b3c35d567e4567f26_3a2b25c46d34f5g56h6,h6f4,0,1,0
1a1b3c35d456e5678f26_3a2b245c46d3f5g56h6,b4d4,0,1,0
1a1b3c35d456e4567f26_3a2b25c46d23f45g56,d3c2,0,1,0
1a1b3c35d345e4567f26_3a2b25c246d2f45g56,f4h6,0,1,0
1a1b3c356d234e35f46g5_3b25c4d567e2467f5,e7c5,0,1,0
1a1b3c34d345e37f345h6_2b4c5d67e456f678g58,d6g6,0,1,0
1a1b3c34d24e257f235g6_3b124c12d356e34g4,e4e2,0,1,0
1a1b3c345d45e46f456h6_1a3b24d17e357f79g456,a3c5,0,1,0
1a1b3c345d456e46f45h6_1a3b24c7d17e357f69g45,c7f7,0,1,0
1a1b3c345d345e46f45h6_1a3b24c67d17e35f69g45,c6e7,0,1,0
1a1b3c2467d356e47g7h9_3a2b2c35d4e2f5g46h46,d5a2,0,1,0
1a1b3c234d456e35f567_1b2c6d2e467f89g5789h5,f8d6,0,1,0
1a1b3c234d456e35f456_1b2c6d27e46f78g5789h5,d7e7,0,1,0
1a1b3c234d345e4678f5_1a4b26c15d27e35f6g34i6,b6c6,0,1,0
1a1b3c234d3456e46f58_1a4b2c15d27e358f6g34i6,e8e7,0,1,0
1a1b3c234d3456e468f5_1a4b2c156d27e35f6g34i6,c6e8,0,1,0
1a1b3c2345d56e35f678_1b2c6d27e467f9g5789h5,f9e8,0,1,0
1a1b3c2345d56e35f567_1b2c6d27e467f9g5789h5,f9f8,0,1,0
1a1b3c2345d346e456f7_1b24d57e78f345g6h67i7,d7f7,0,1,0
